Timestamp,id,lat,long
1/6/14 6:57,10,36.07682482,24.86588655
1/6/14 6:57,10,36.0767591,24.86586897
1/6/14 6:57,10,36.07657389,24.86583818
1/6/14 6:57,10,36.07648069,24.86582857
1/6/14 6:57,10,36.07641879,24.86583399
1/6/14 6:57,10,36.07632235,24.8657926
1/6/14 6:57,10,36.07624316,24.86581153
1/6/14 6:57,10,36.07604414,24.86578658
1/6/14 6:57,10,36.07596597,24.86576683
1/6/14 6:57,10,36.07578252,24.86578384
1/6/14 6:57,10,36.07572036,24.86576988
1/6/14 6:57,10,36.07562939,24.86578021
1/6/14 6:57,10,36.07554488,24.86578175
1/6/14 6:57,10,36.07545492,24.86579474
1/6/14 6:57,10,36.07536909,24.86576442
1/6/14 6:57,10,36.07527134,24.8657952
1/6/14 6:57,10,36.07518012,24.86576475
1/6/14 6:57,10,36.07511028,24.86575809
1/6/14 6:57,10,36.07499827,24.86575554
1/6/14 6:57,10,36.07484147,24.86572986
1/6/14 6:57,10,36.07476727,24.86571793
1/6/14 6:57,10,36.07466625,24.86572513
1/6/14 6:57,10,36.07456673,24.86572901
1/6/14 6:57,10,36.07450164,24.86571056
1/6/14 6:57,10,36.07440947,24.8657045
1/6/14 6:57,10,36.0743137,24.86567828
1/6/14 6:57,10,36.0742504,24.86557304
1/6/14 6:57,10,36.07426137,24.86551249
1/6/14 6:57,10,36.07424754,24.86542081
1/6/14 6:57,10,36.07427092,24.86532585
1/6/14 6:57,10,36.07425798,24.86523344
1/6/14 6:57,10,36.07428051,24.86514375
1/6/14 6:57,10,36.07427282,24.86506598
1/6/14 6:57,10,36.07427929,24.86499584
1/6/14 6:57,10,36.07430098,24.86490138
1/6/14 6:57,10,36.07431094,24.86472942
1/6/14 6:57,10,36.07429166,24.86462944
1/6/14 6:57,10,36.07430137,24.86453811
1/6/14 6:57,10,36.07431204,24.864456
1/6/14 6:57,10,36.07435356,24.86419699
1/6/14 6:57,10,36.07419267,24.86418715
1/6/14 6:57,10,36.07410614,24.86418313
1/6/14 6:57,10,36.07398848,24.86416567
1/6/14 6:57,10,36.0739362,24.86417881
1/6/14 6:57,10,36.07382618,24.86419297
1/6/14 6:57,10,36.0737339,24.86416682
1/6/14 6:57,10,36.07364933,24.86417985
1/6/14 6:57,10,36.07356982,24.86416663
1/6/14 6:57,10,36.07348866,24.86419035
1/6/14 6:57,10,36.0734008,24.86419537
1/6/14 7:01,10,36.07333841,24.86419877
1/6/14 7:34,10,36.07332522,24.86417509
1/6/14 7:34,10,36.07328606,24.86418493
1/6/14 7:34,10,36.07322103,24.8641929
1/6/14 7:34,10,36.07303765,24.86417695
1/6/14 7:34,10,36.07297151,24.86417258
1/6/14 7:34,10,36.07296143,24.86416496
1/6/14 7:34,10,36.07291174,24.86418891
1/6/14 7:34,10,36.07283774,24.86420325
1/6/14 7:34,10,36.07278427,24.86420186
1/6/14 7:34,10,36.07272288,24.86416673
1/6/14 7:34,10,36.072708,24.8641824
1/6/14 7:34,10,36.07262586,24.8641952
1/6/14 7:34,10,36.0725866,24.86418538
1/6/14 7:34,10,36.07255621,24.86416726
1/6/14 7:34,10,36.07250699,24.86418173
1/6/14 7:34,10,36.07245561,24.86417921
1/6/14 7:34,10,36.07237612,24.86420635
1/6/14 7:34,10,36.07227723,24.8641882
1/6/14 7:34,10,36.07224214,24.86419926
1/6/14 7:34,10,36.07212876,24.86422964
1/6/14 7:34,10,36.07208876,24.86423354
1/6/14 7:34,10,36.0720612,24.86421487
1/6/14 7:34,10,36.07196514,24.86422767
1/6/14 7:34,10,36.07190093,24.86423903
1/6/14 7:34,10,36.07184902,24.86422986
1/6/14 7:34,10,36.07175975,24.86425153
1/6/14 7:34,10,36.07170942,24.86428336
1/6/14 7:34,10,36.07163647,24.86427151
1/6/14 7:34,10,36.07158567,24.86428915
1/6/14 7:34,10,36.07156076,24.86426821
1/6/14 7:34,10,36.07153835,24.8643277
1/6/14 7:34,10,36.07153445,24.86440628
1/6/14 7:34,10,36.07154156,24.86452609
1/6/14 7:34,10,36.07150349,24.86458395
1/6/14 7:34,10,36.07150878,24.86462829
1/6/14 7:34,10,36.0715078,24.86465297
1/6/14 7:34,10,36.07151988,24.864734
1/6/14 7:34,10,36.07149894,24.86478098
1/6/14 7:34,10,36.07150521,24.86486051
